lat_r,lon_r,start_rides,geometry,dot_class,index_right,zip,zip_class,matrix_cat,start_station_name
38.7668,-77.1504,36,POINT (-8588343.242497373 4688322.509106337),large,106.0,22310,medium,Balanced,Charles Arrington Dr & Manchester Lakes Dr 
38.7669,-77.1689,55,POINT (-8590402.65307705 4688336.786320336),large,96.0,22150,medium,Balanced,Franconia-Springfield Metro North
38.7669,-77.1688,1,POINT (-8590391.52112797 4688336.786320336),small,96.0,22150,medium,Balanced,Franconia-Springfield Metro North
38.7684,-77.1565,24,POINT (-8589022.291391212 4688550.946931764),large,106.0,22310,medium,Balanced,Metro Park Dr & Walker Ln 
38.7756,-77.16,33,POINT (-8589411.909608988 4689578.98055249),large,96.0,22150,medium,Balanced,Seatrend Way & Topsails Ln
38.7826,-77.0161,123,POINT (-8573393.034883836 4690578.557182471),large,7.0,20745,medium,Balanced,Fleet St & Waterfront St
38.7826,-77.016,4,POINT (-8573381.902934758 4690578.557182471),medium,7.0,20745,medium,Balanced,Fleet St & Waterfront St
38.7827,-77.0161,1,POINT (-8573393.034883836 4690592.837559488),small,7.0,20745,medium,Balanced,Fleet St & Waterfront St
38.7827,-77.016,1,POINT (-8573381.902934758 4690592.837559488),small,7.0,20745,medium,Balanced,Fleet St & Waterfront St
38.7828,-77.016,1,POINT (-8573381.902934758 4690607.11795653),small,7.0,20745,medium,Balanced,Fleet St & Waterfront St
38.7859,-77.0168,5,POINT (-8573470.958527392 4691049.820198813),medium,7.0,20745,medium,Balanced,National Harbor Carousel
38.7859,-77.0167,310,POINT (-8573459.826578312 4691049.820198813),large,7.0,20745,medium,Balanced,National Harbor Carousel
38.786,-77.0167,2,POINT (-8573459.826578312 4691064.101236773),medium,7.0,20745,medium,Balanced,National Harbor Carousel
38.793,-77.0494,1,POINT (-8577099.973927254 4692063.823674961),small,84.0,22314,dark,Net sink ZIP,Mt Vernon Trail & S. Washington St.
38.793,-77.0493,4,POINT (-8577088.841978174 4692063.823674961),medium,84.0,22314,dark,Balanced,Mt Vernon Trail & S. Washington St.
38.793,-77.0492,1,POINT (-8577077.710029094 4692063.823674961),small,84.0,22314,dark,Net sink ZIP,Mt Vernon Trail & S. Washington St.
38.7931,-77.0494,359,POINT (-8577099.973927254 4692078.106135321),large,84.0,22314,dark,High-turnover hub,Mt Vernon Trail & S. Washington St.
38.7931,-77.0492,1,POINT (-8577077.710029094 4692078.106135321),small,84.0,22314,dark,Net sink ZIP,Mt Vernon Trail & S. Washington St.
38.7968,-77.0026,73,POINT (-8571890.22175813 4692606.571255709),large,7.0,20745,medium,Balanced,Tanger Outlets
38.7969,-77.0028,1,POINT (-8571912.485656286 4692620.854477559),small,7.0,20745,medium,Balanced,Tanger Outlets
38.7969,-77.0027,2,POINT (-8571901.353707207 4692620.854477559),medium,7.0,20745,medium,Balanced,Tanger Outlets
38.7976,-77.0538,61,POINT (-8577589.779686742 4692720.837591661),large,84.0,22314,dark,High-turnover hub,Lee Center
38.7981,-77.0489,1,POINT (-8577044.314181857 4692792.254702987),small,84.0,22314,dark,Net sink ZIP,Franklin St & S Washington St
38.7981,-77.0488,3,POINT (-8577033.182232777 4692792.254702987),medium,84.0,22314,dark,Balanced,Franklin St & S Washington St
38.7981,-77.0487,87,POINT (-8577022.050283698 4692792.254702987),large,84.0,22314,dark,High-turnover hub,Franklin St & S Washington St
38.7987,-77.001,24,POINT (-8571712.110572858 4692877.955897977),large,7.0,20745,medium,Balanced,Oxon Hill Park & Ride
38.7993,-77.0447,122,POINT (-8576576.772320526 4692963.657814516),large,84.0,22314,dark,High-turnover hub,Royal St & Wilkes St
38.8001,-77.1299,57,POINT (-8586061.192936113 4693077.928159009),large,123.0,22304,dark,High-turnover hub,Van Dorn Metro
38.8002,-77.13,1,POINT (-8586072.32488519 4693092.212042268),small,123.0,22304,dark,Net sink ZIP,Van Dorn Metro
38.8002,-77.1299,1,POINT (-8586061.192936113 4693092.212042268),small,123.0,22304,dark,Net sink ZIP,Van Dorn Metro
38.8007,-77.048,48,POINT (-8576944.126640143 4693163.6317592375),large,84.0,22314,dark,High-turnover hub,S Washington St & Wilkes St
38.8011,-77.069,194,POINT (-8579281.835946802 4693220.767893622),large,84.0,22314,dark,High-turnover hub,Eisenhower Ave & Mill Race Ln
38.8011,-77.0689,1,POINT (-8579270.703997722 4693220.767893622),small,84.0,22314,dark,Net sink ZIP,Eisenhower Ave & Mill Race Ln
38.8011,-77.0688,1,POINT (-8579259.572048642 4693220.767893622),small,84.0,22314,dark,Net sink ZIP,Eisenhower Ave & Mill Race Ln
38.8012,-77.069,1,POINT (-8579281.835946802 4693235.051977332),small,84.0,22314,dark,Net sink ZIP,Eisenhower Ave & Mill Race Ln
38.8018,-77.0402,1,POINT (-8576075.834611954 4693320.756900545),small,84.0,22314,dark,Net sink ZIP,Duke St & Strand (Robinson Terminal)
38.8019,-77.0403,123,POINT (-8576086.966561034 4693335.041124576),large,84.0,22314,dark,High-turnover hub,Duke St & Strand (Robinson Terminal)
38.802,-77.0403,2,POINT (-8576086.966561034 4693349.325368649),medium,84.0,22314,dark,Balanced,Duke St & Strand (Robinson Terminal)
38.8024,-77.0728,1,POINT (-8579704.850011816 4693406.462545415),small,84.0,22314,dark,Net sink ZIP,Mandeville Ln & Stovall St
38.8026,-77.0725,1,POINT (-8579671.454164578 4693435.031254078),small,84.0,22314,dark,Net sink ZIP,Mandeville Ln & Stovall St
38.8026,-77.0636,1,POINT (-8578680.710696517 4693435.031254078),small,84.0,22314,dark,Net sink ZIP,Ballenger Ave & Dulaney St
38.8027,-77.0825,67,POINT (-8580784.64907251 4693449.31563848),large,84.0,22314,dark,High-turnover hub,Eisenhower Ave & Ike Dr
38.8027,-77.0638,1,POINT (-8578702.974594677 4693449.31563848),small,84.0,22314,dark,Net sink ZIP,Ballenger Ave & Dulaney St
38.8027,-77.0637,2,POINT (-8578691.842645597 4693449.31563848),medium,84.0,22314,dark,Balanced,Ballenger Ave & Dulaney St
38.8027,-77.0636,180,POINT (-8578680.710696517 4693449.31563848),large,84.0,22314,dark,High-turnover hub,Ballenger Ave & Dulaney St
38.8028,-77.0825,1,POINT (-8580784.64907251 4693463.600042929),small,84.0,22314,dark,Net sink ZIP,Eisenhower Ave & Ike Dr
38.8028,-77.0727,1,POINT (-8579693.718062736 4693463.600042929),small,84.0,22314,dark,Net sink ZIP,Mandeville Ln & Stovall St
38.8028,-77.0726,3,POINT (-8579682.586113656 4693463.600042929),medium,84.0,22314,dark,Balanced,Mandeville Ln & Stovall St
38.8029,-77.0727,1,POINT (-8579693.718062736 4693477.884467424),small,84.0,22314,dark,Net sink ZIP,Mandeville Ln & Stovall St
38.8029,-77.0726,114,POINT (-8579682.586113656 4693477.884467424),large,84.0,22314,dark,High-turnover hub,Mandeville Ln & Stovall St
38.8029,-77.0725,1,POINT (-8579671.454164578 4693477.884467424),small,84.0,22314,dark,Net sink ZIP,Mandeville Ln & Stovall St
38.803,-77.0725,1,POINT (-8579671.454164578 4693492.1689119665),small,84.0,22314,dark,Net sink ZIP,Mandeville Ln & Stovall St
38.8031,-77.0404,440,POINT (-8576098.098510114 4693506.453376557),large,84.0,22314,dark,High-turnover hub,Prince St & Union St
38.8031,-77.0403,7,POINT (-8576086.966561034 4693506.453376557),medium,84.0,22314,dark,Balanced,Prince St & Union St
38.8031,-77.0402,1,POINT (-8576075.834611954 4693506.453376557),small,84.0,22314,dark,Net sink ZIP,Prince St & Union St
38.8032,-77.0404,1,POINT (-8576098.098510114 4693520.737861193),small,84.0,22314,dark,Net sink ZIP,Prince St & Union St
38.8032,-77.0403,1,POINT (-8576086.966561034 4693520.737861193),small,84.0,22314,dark,Net sink ZIP,Prince St & Union St
38.8043,-77.0609,1,POINT (-8578380.148071375 4693677.868515356),small,84.0,22314,dark,Net sink ZIP,Duke St & John Carlyle St
38.8043,-77.0608,1,POINT (-8578369.016122296 4693677.868515356),small,84.0,22314,dark,Net sink ZIP,Duke St & John Carlyle St
38.8044,-77.0609,99,POINT (-8578380.148071375 4693692.15324057),large,84.0,22314,dark,High-turnover hub,Duke St & John Carlyle St
38.8045,-77.1323,22,POINT (-8586328.359714014 4693706.437985832),medium,123.0,22304,dark,Balanced,S Pickett St & Shillings St
38.8047,-77.0434,331,POINT (-8576432.056982493 4693735.007536503),large,84.0,22314,dark,High-turnover hub,Market Square / King St & Royal St
38.8047,-77.0433,3,POINT (-8576420.925033413 4693735.007536503),medium,84.0,22314,dark,Balanced,Market Square / King St & Royal St
38.8048,-77.0447,260,POINT (-8576576.772320526 4693749.29234191),large,84.0,22314,dark,High-turnover hub,King St & N Pitt St
38.8048,-77.0446,1,POINT (-8576565.640371446 4693749.29234191),small,84.0,22314,dark,Net sink ZIP,King St & N Pitt St
38.8048,-77.0445,6,POINT (-8576554.508422365 4693749.29234191),medium,84.0,22314,dark,Balanced,King St & N Pitt St
38.8048,-77.0434,2,POINT (-8576432.056982493 4693749.29234191),medium,84.0,22314,dark,Balanced,Market Square / King St & Royal St
38.8049,-77.0446,2,POINT (-8576565.640371446 4693763.5771673685),medium,84.0,22314,dark,Balanced,King St & N Pitt St
38.8049,-77.0445,1,POINT (-8576554.508422365 4693763.5771673685),small,84.0,22314,dark,Net sink ZIP,King St & N Pitt St
38.8052,-77.05,1,POINT (-8577166.76562173 4693806.4317640355),small,84.0,22314,dark,Net sink ZIP,King St & Patrick St
38.8052,-77.0499,1,POINT (-8577155.633672647 4693806.4317640355),small,84.0,22314,dark,Net sink ZIP,King St & Patrick St
38.8053,-77.05,1,POINT (-8577166.76562173 4693820.71666969),small,84.0,22314,dark,Net sink ZIP,King St & Patrick St
38.8053,-77.0499,190,POINT (-8577155.633672647 4693820.71666969),large,84.0,22314,dark,High-turnover hub,King St & Patrick St
38.8054,-77.0499,1,POINT (-8577155.633672647 4693835.001595394),small,84.0,22314,dark,Net sink ZIP,King St & Patrick St
38.8055,-77.0788,37,POINT (-8580372.766956575 4693849.286541148),large,84.0,22314,dark,High-turnover hub,Witter Field
38.8056,-77.0789,1,POINT (-8580383.898905655 4693863.571506951),small,84.0,22314,dark,Net sink ZIP,Witter Field
38.8056,-77.0788,2,POINT (-8580372.766956575 4693863.571506951),medium,84.0,22314,dark,Balanced,Witter Field
38.8056,-77.0529,194,POINT (-8577489.592145028 4693863.571506951),large,84.0,22314,dark,High-turnover hub,Commerce St & Fayette St
38.8057,-77.0607,2,POINT (-8578357.884173216 4693877.856492805),medium,84.0,22314,dark,Balanced,King St Metro South
38.8057,-77.053,3,POINT (-8577500.724094108 4693877.856492805),medium,84.0,22314,dark,Balanced,Commerce St & Fayette St
38.8057,-77.0529,7,POINT (-8577489.592145028 4693877.856492805),medium,84.0,22314,dark,Balanced,Commerce St & Fayette St
38.8058,-77.0608,2,POINT (-8578369.016122296 4693892.141498708),medium,84.0,22314,dark,Balanced,King St Metro South
38.8058,-77.0607,6,POINT (-8578357.884173216 4693892.141498708),medium,84.0,22314,dark,Balanced,King St Metro South
38.8058,-77.0606,127,POINT (-8578346.752224136 4693892.141498708),large,84.0,22314,dark,High-turnover hub,King St Metro South
38.8059,-77.0607,1,POINT (-8578357.884173216 4693906.426524662),small,84.0,22314,dark,Net sink ZIP,King St Metro South
38.806,-77.0559,121,POINT (-8577823.550617408 4693920.711570665),large,84.0,22314,dark,High-turnover hub,King St & Peyton St
38.806,-77.0558,1,POINT (-8577812.418668332 4693920.711570665),small,84.0,22314,dark,Net sink ZIP,King St & Peyton St
38.8061,-77.056,1,POINT (-8577834.682566488 4693934.996636719),small,84.0,22314,dark,Net sink ZIP,King St & Peyton St
38.8061,-77.0559,1,POINT (-8577823.550617408 4693934.996636719),small,84.0,22314,dark,Net sink ZIP,King St & Peyton St
38.8069,-77.0599,1,POINT (-8578268.828580583 4694049.277886969),small,84.0,22314,dark,Net sink ZIP,King St Metro North / Cameron St
38.8069,-77.0598,6,POINT (-8578257.696631502 4694049.277886969),medium,84.0,22314,dark,Balanced,King St Metro North / Cameron St
38.8069,-77.0597,2,POINT (-8578246.564682424 4694049.277886969),medium,84.0,22314,dark,Balanced,King St Metro North / Cameron St
38.807,-77.0599,1,POINT (-8578268.828580583 4694063.563133481),small,84.0,22314,dark,Net sink ZIP,King St Metro North / Cameron St
38.807,-77.0598,367,POINT (-8578257.696631502 4694063.563133481),large,84.0,22314,dark,High-turnover hub,King St Metro North / Cameron St
38.807,-77.0597,1,POINT (-8578246.564682424 4694063.563133481),small,84.0,22314,dark,Net sink ZIP,King St Metro North / Cameron St
38.807,-77.0596,1,POINT (-8578235.432733344 4694063.563133481),small,84.0,22314,dark,Net sink ZIP,King St Metro North / Cameron St
38.8081,-77.1009,1,POINT (-8582832.927703105 4694220.702168499),small,123.0,22304,dark,Net sink ZIP,Wheeler Ave & S. Floyd St.
38.8082,-77.1008,34,POINT (-8582821.795754028 4694234.987655631),large,123.0,22304,dark,High-turnover hub,Wheeler Ave & S. Floyd St.
38.8083,-77.1008,1,POINT (-8582821.795754028 4694249.273162817),small,123.0,22304,dark,Net sink ZIP,Wheeler Ave & S. Floyd St.
38.8095,-77.129,2,POINT (-8585961.005394397 4694420.700813154),medium,123.0,22304,dark,Balanced,S Reynolds St & Edsall Rd
38.8096,-77.1289,36,POINT (-8585949.873445317 4694434.98658103),large,123.0,22304,dark,High-turnover hub,S Reynolds St & Edsall Rd
38.8097,-77.1358,25,POINT (-8586717.977931792 4694449.272368959),large,123.0,22304,dark,High-turnover hub,Whiting & Lane Dr
38.8099,-77.1359,1,POINT (-8586729.109880872 4694477.844004978),small,123.0,22304,dark,Net sink ZIP,Whiting & Lane Dr
38.8107,-77.0447,1,POINT (-8576576.772320526 4694592.131351231),small,84.0,22314,dark,Net sink ZIP,St Asaph & Pendleton St
38.8107,-77.0446,173,POINT (-8576565.640371446 4694592.131351231),large,84.0,22314,dark,High-turnover hub,St Asaph & Pendleton St
38.8107,-77.0445,2,POINT (-8576554.508422365 4694592.131351231),medium,84.0,22314,dark,Balanced,St Asaph & Pendleton St
38.8108,-77.0447,2,POINT (-8576576.772320526 4694606.417359759),medium,84.0,22314,dark,Balanced,St Asaph & Pendleton St
38.8108,-77.0446,2,POINT (-8576565.640371446 4694606.417359759),medium,84.0,22314,dark,Balanced,St Asaph & Pendleton St
38.8109,-77.0448,1,POINT (-8576587.904269604 4694620.703388342),small,84.0,22314,dark,Net sink ZIP,St Asaph & Pendleton St
38.8114,-77.11,23,POINT (-8583845.935069324 4694692.133832085),large,123.0,22304,dark,High-turnover hub,S Jordan St & Venable St
38.8114,-77.1099,4,POINT (-8583834.803120246 4694692.133832085),medium,123.0,22304,dark,Balanced,S Jordan St & Venable St
38.8114,-77.0503,1,POINT (-8577200.161468966 4694692.133832085),small,84.0,22314,dark,Net sink ZIP,Henry St & Pendleton St
38.8115,-77.11,1,POINT (-8583845.935069324 4694706.419981001),small,123.0,22304,dark,Net sink ZIP,S Jordan St & Venable St
38.8115,-77.0503,88,POINT (-8577200.161468966 4694706.419981001),large,84.0,22314,dark,High-turnover hub,Henry St & Pendleton St
38.8122,-77.11,2,POINT (-8583845.935069324 4694806.4235849725),medium,123.0,22304,dark,Balanced,Duke St & Jordan St
38.8122,-77.1099,60,POINT (-8583834.803120246 4694806.4235849725),large,123.0,22304,dark,High-turnover hub,Duke St & Jordan St
38.8123,-77.0407,2,POINT (-8576131.494357351 4694820.709894336),medium,84.0,22314,dark,Balanced,Madison St & Fairfax St
38.8124,-77.0407,201,POINT (-8576131.494357351 4694834.996223755),large,84.0,22314,dark,High-turnover hub,Madison St & Fairfax St
38.8124,-77.0406,2,POINT (-8576120.362408271 4694834.996223755),medium,84.0,22314,dark,Balanced,Madison St & Fairfax St
38.8126,-77.0617,2,POINT (-8578469.20366401 4694863.568942767),medium,101.0,22301,medium,Balanced,Commonwealth Ave & Oak St
38.8126,-77.0443,1,POINT (-8576532.244524207 4694863.568942767),small,84.0,22314,dark,Net sink ZIP,Saint Asaph St & Madison St
38.8127,-77.0617,50,POINT (-8578469.20366401 4694877.855332357),large,101.0,22301,medium,Balanced,Commonwealth Ave & Oak St
38.8127,-77.0443,1,POINT (-8576532.244524207 4694877.855332357),small,84.0,22314,dark,Net sink ZIP,Saint Asaph St & Madison St
38.8127,-77.0441,156,POINT (-8576509.980626049 4694877.855332357),large,84.0,22314,dark,High-turnover hub,Saint Asaph St & Madison St
38.8134,-77.0538,2,POINT (-8577589.779686742 4694977.860621091),medium,84.0,22314,dark,Balanced,Braddock Rd Metro South
38.8134,-77.0537,1,POINT (-8577578.647737663 4694977.860621091),small,84.0,22314,dark,Net sink ZIP,Braddock Rd Metro South
38.8135,-77.0538,17,POINT (-8577589.779686742 4694992.147171139),medium,84.0,22314,dark,Balanced,Braddock Rd Metro South
38.8135,-77.0537,573,POINT (-8577578.647737663 4694992.147171139),large,84.0,22314,dark,High-turnover hub,Braddock Rd Metro South
38.8135,-77.0495,76,POINT (-8577111.105876332 4694992.147171139),large,84.0,22314,dark,High-turnover hub,Madison St & N Henry St
38.8135,-77.0494,1,POINT (-8577099.973927254 4694992.147171139),small,84.0,22314,dark,Net sink ZIP,Madison St & N Henry St
38.8136,-77.0538,1,POINT (-8577589.779686742 4695006.433741246),small,84.0,22314,dark,Net sink ZIP,Braddock Rd Metro South
38.8136,-77.0537,7,POINT (-8577578.647737663 4695006.433741246),medium,84.0,22314,dark,Balanced,Braddock Rd Metro South
38.814,-77.0428,207,POINT (-8576365.265288018 4695063.580222252),large,84.0,22314,dark,High-turnover hub,N Pitt St & Montgomery St
38.8141,-77.0429,2,POINT (-8576376.397237098 4695077.866892648),medium,84.0,22314,dark,Balanced,N Pitt St & Montgomery St
38.8141,-77.0428,4,POINT (-8576365.265288018 4695077.866892648),medium,84.0,22314,dark,Balanced,N Pitt St & Montgomery St
38.8142,-77.043,1,POINT (-8576387.529186176 4695092.153583103),small,84.0,22314,dark,Net sink ZIP,N Pitt St & Montgomery St
38.8142,-77.0429,1,POINT (-8576376.397237098 4695092.153583103),small,84.0,22314,dark,Net sink ZIP,N Pitt St & Montgomery St
38.8143,-77.1189,134,POINT (-8584836.678537386 4695106.440293615),large,123.0,22304,dark,High-turnover hub,Holmes Run Pkwy & N Pickett St
38.8145,-77.0529,1,POINT (-8577489.592145028 4695135.013774819),small,84.0,22314,dark,Net sink ZIP,Braddock Rd Metro North
38.8145,-77.0528,5,POINT (-8577478.460195951 4695135.013774819),medium,84.0,22314,dark,Balanced,Braddock Rd Metro North
38.8146,-77.0529,2,POINT (-8577489.592145028 4695149.300545507),medium,84.0,22314,dark,Balanced,Braddock Rd Metro North
38.8146,-77.0528,121,POINT (-8577478.460195951 4695149.300545507),large,84.0,22314,dark,High-turnover hub,Braddock Rd Metro North
38.8158,-77.1101,2,POINT (-8583857.067018405 4695320.743358395),medium,123.0,22304,dark,Balanced,N Howard St & Taney Ave
38.8158,-77.11,22,POINT (-8583845.935069324 4695320.743358395),medium,123.0,22304,dark,Balanced,N Howard St & Taney Ave
38.8159,-77.1101,1,POINT (-8583857.067018405 4695335.0303898575),small,123.0,22304,dark,Net sink ZIP,N Howard St & Taney Ave
38.817,-77.0501,181,POINT (-8577177.897570807 4695492.189059928),large,84.0,22314,dark,High-turnover hub,First St & Fayette St
38.817,-77.05,1,POINT (-8577166.76562173 4695492.189059928),small,84.0,22314,dark,Net sink ZIP,First St & Fayette St
38.817,-77.0499,2,POINT (-8577155.633672647 4695492.189059928),medium,84.0,22314,dark,Balanced,First St & Fayette St
38.8171,-77.0499,1,POINT (-8577155.633672647 4695506.476332119),small,84.0,22314,dark,Net sink ZIP,First St & Fayette St
38.8185,-77.1056,11,POINT (-8583356.129309833 4695706.500249261),medium,123.0,22304,dark,Balanced,N Howard St & N Imboden St
38.8187,-77.0478,106,POINT (-8576921.862741983 4695735.075415564),large,84.0,22314,dark,High-turnover hub,Powhatan St & Bashford Ln
38.8187,-77.0477,1,POINT (-8576910.730792904 4695735.075415564),small,84.0,22314,dark,Net sink ZIP,Powhatan St & Bashford Ln
38.8188,-77.0478,4,POINT (-8576921.862741983 4695749.36302881),medium,84.0,22314,dark,Balanced,Powhatan St & Bashford Ln
38.8191,-77.0104,1,POINT (-8572758.513786316 4695792.225988927),small,69.0,20032,medium,Balanced,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr
38.8191,-77.0103,21,POINT (-8572747.381837236 4695792.225988927),medium,69.0,20032,medium,Balanced,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr
38.82,-77.0628,2,POINT (-8578591.65510388 4695920.815952706),medium,101.0,22301,medium,Balanced,Commonwealth Ave & E Monroe Ave
38.82,-77.0627,1,POINT (-8578580.523154804 4695920.815952706),small,101.0,22301,medium,Balanced,Commonwealth Ave & E Monroe Ave
38.82,-77.0576,2,POINT (-8578012.793751756 4695920.815952706),medium,101.0,22301,medium,Balanced,Mount Vernon Ave & E Nelson Ave
38.8201,-77.094,8,POINT (-8582064.823216632 4695935.103826779),medium,123.0,22304,dark,Balanced,Virginia Theological Seminary
38.8201,-77.0939,2,POINT (-8582053.691267554 4695935.103826779),medium,123.0,22304,dark,Balanced,Virginia Theological Seminary
38.8201,-77.0628,129,POINT (-8578591.65510388 4695935.103826779),large,101.0,22301,medium,Balanced,Commonwealth Ave & E Monroe Ave
38.8201,-77.0576,207,POINT (-8578012.793751756 4695935.103826779),large,101.0,22301,medium,Balanced,Mount Vernon Ave & E Nelson Ave
38.8202,-77.094,1,POINT (-8582064.823216632 4695949.391720916),small,123.0,22304,dark,Net sink ZIP,Virginia Theological Seminary
38.8202,-77.0939,18,POINT (-8582053.691267554 4695949.391720916),medium,123.0,22304,dark,Balanced,Virginia Theological Seminary
38.8202,-77.0576,1,POINT (-8578012.793751756 4695949.391720916),small,101.0,22301,medium,Balanced,Mount Vernon Ave & E Nelson Ave
38.8209,-77.0531,211,POINT (-8577511.856043188 4696049.4075416885),large,101.0,22301,medium,Balanced,Monroe Ave & Leslie Ave
38.821,-77.0531,1,POINT (-8577511.856043188 4696063.695596343),small,101.0,22301,medium,Balanced,Monroe Ave & Leslie Ave
38.821,-77.053,2,POINT (-8577500.724094108 4696063.695596343),medium,101.0,22301,medium,Balanced,Monroe Ave & Leslie Ave
38.8216,-77.0476,1,POINT (-8576899.598843826 4696149.42434565),small,84.0,22314,dark,Net sink ZIP,Potomac Greens Dr & Slaters Ln
38.8216,-77.0011,64,POINT (-8571723.242521936 4696149.42434565),large,69.0,20032,medium,Balanced,South Capitol St and Southern Ave SE
38.8217,-77.0476,1,POINT (-8576899.598843826 4696163.712540764),small,84.0,22314,dark,Net sink ZIP,Potomac Greens Dr & Slaters Ln
38.8217,-77.0475,7,POINT (-8576888.466894746 4696163.712540764),medium,84.0,22314,dark,Balanced,Potomac Greens Dr & Slaters Ln
38.8217,-77.0017,2,POINT (-8571790.034216413 4696163.712540764),medium,69.0,20032,medium,Balanced,South Capitol St and Southern Ave SE
38.8218,-77.0475,165,POINT (-8576888.466894746 4696178.000755944),large,84.0,22314,dark,High-turnover hub,Potomac Greens Dr & Slaters Ln
38.8218,-77.0474,1,POINT (-8576877.334945666 4696178.000755944),small,84.0,22314,dark,Net sink ZIP,Potomac Greens Dr & Slaters Ln
38.8226,-77.0493,1,POINT (-8577088.841978174 4696292.307199771),small,101.0,22301,medium,Balanced,Potomac Ave & Main Line Blvd
38.8226,-77.0492,1,POINT (-8577077.710029094 4696292.307199771),small,101.0,22301,medium,Balanced,Potomac Ave & Main Line Blvd
38.8227,-77.0494,1,POINT (-8577099.973927254 4696306.595595548),small,101.0,22301,medium,Balanced,Potomac Ave & Main Line Blvd
38.8227,-77.0493,166,POINT (-8577088.841978174 4696306.595595548),large,101.0,22301,medium,Balanced,Potomac Ave & Main Line Blvd
38.8237,-77.0022,28,POINT (-8571845.69396181 4696449.480657024),large,69.0,20032,medium,Balanced,Livingston Rd & 3rd St SE
38.8245,-77.0055,44,POINT (-8572213.048281427 4696563.79015109),large,69.0,20032,medium,Balanced,1st & S Capitol St SE / Oxon Run Trail
38.8246,-77.0055,1,POINT (-8572213.048281427 4696578.078928155),small,69.0,20032,medium,Balanced,1st & S Capitol St SE / Oxon Run Trail
38.8247,-77.085,3,POINT (-8581062.947799493 4696592.367725291),medium,87.0,22302,medium,Balanced,King St & Kenwood Ave
38.8247,-77.0849,1,POINT (-8581051.815850414 4696592.367725291),small,87.0,22302,medium,Balanced,King St & Kenwood Ave
38.8248,-77.0851,61,POINT (-8581074.079748573 4696606.656542496),large,87.0,22302,medium,Balanced,King St & Kenwood Ave
38.8248,-77.085,5,POINT (-8581062.947799493 4696606.656542496),medium,87.0,22302,medium,Balanced,King St & Kenwood Ave
38.826,-77.0586,1,POINT (-8578124.113242552 4696778.123914355),small,101.0,22301,medium,Balanced,Mount Vernon Ave & E Del Ray Ave
38.826,-77.0585,167,POINT (-8578112.981293472 4696778.123914355),large,101.0,22301,medium,Balanced,Mount Vernon Ave & E Del Ray Ave
38.8275,-77.3042,35,POINT (-8605464.180181378 4696992.46219342),large,85.0,22030,medium,Balanced,GMU/Patriot Cir & York Dr
38.8276,-77.089,1,POINT (-8581508.225762667 4697006.751572594),small,87.0,22302,medium,Balanced,King St & W Braddock Rd
38.8276,-77.0889,1,POINT (-8581497.093813587 4697006.751572594),small,87.0,22302,medium,Balanced,King St & W Braddock Rd
38.8277,-77.089,73,POINT (-8581508.225762667 4697021.040971841),large,87.0,22302,medium,Balanced,King St & W Braddock Rd
38.8277,-77.0889,1,POINT (-8581497.093813587 4697021.040971841),small,87.0,22302,medium,Balanced,King St & W Braddock Rd
38.8284,-77.086,2,POINT (-8581174.267290287 4697121.067328583),medium,87.0,22302,medium,Balanced,Radford & Osage St
38.8285,-77.0861,29,POINT (-8581185.399239365 4697135.356888408),large,87.0,22302,medium,Balanced,Radford & Osage St
38.8285,-77.086,3,POINT (-8581174.267290287 4697135.356888408),medium,87.0,22302,medium,Balanced,Radford & Osage St
38.8289,-77.1106,65,POINT (-8583912.726763802 4697192.5153284315),large,123.0,22304,dark,High-turnover hub,Kenmore Ave & Seminary Rd
38.8289,-77.1105,1,POINT (-8583901.594814721 4697192.5153284315),small,123.0,22304,dark,Net sink ZIP,Kenmore Ave & Seminary Rd
38.829,-77.1106,1,POINT (-8583912.726763802 4697206.804988621),small,123.0,22304,dark,Net sink ZIP,Kenmore Ave & Seminary Rd
38.829,-77.1105,2,POINT (-8583901.594814721 4697206.804988621),medium,123.0,22304,dark,Balanced,Kenmore Ave & Seminary Rd
38.8294,-77.0478,1,POINT (-8576921.862741983 4697263.963830109),small,95.0,22305,dark,Net sink ZIP,Potomac Ave & Swann Ave
38.8295,-77.0479,1,POINT (-8576932.994691063 4697278.253590665),small,95.0,22305,dark,Net sink ZIP,Potomac Ave & Swann Ave
38.8295,-77.0478,153,POINT (-8576921.862741983 4697278.253590665),large,95.0,22305,dark,High-turnover hub,Potomac Ave & Swann Ave
38.8296,-77.0478,4,POINT (-8576921.862741983 4697292.543371294),medium,95.0,22305,dark,Balanced,Potomac Ave & Swann Ave
38.8311,-77.308,1,POINT (-8605887.194246395 4697506.89248965),small,85.0,22030,medium,Balanced,GMU/Horizon Hall & Harris Theater
38.8312,-77.3081,66,POINT (-8605898.326195471 4697521.182591473),large,85.0,22030,medium,Balanced,GMU/Horizon Hall & Harris Theater
38.8312,-77.308,1,POINT (-8605887.194246395 4697521.182591473),small,85.0,22030,medium,Balanced,GMU/Horizon Hall & Harris Theater
38.8315,-77.0083,1,POINT (-8572524.74285565 4697564.053017393),small,69.0,20032,medium,Balanced,South Capitol & Atlantic St SW
38.8315,-77.0082,1,POINT (-8572513.61090657 4697564.053017393),small,69.0,20032,medium,Balanced,South Capitol & Atlantic St SW
